CPU_Mean,PackRecv_Mean,PodsNumber_Mean,StressRate_Mean
11.1654136653266,15.0410966058702,18,45
10.6483489581408,14.0615278238992,19,45
93.6331270748083,265.701639408298,1,45
9.89865982481931,13.2966653848351,20,45
59.3979657318231,133.915276723865,2,45
43.0986694029444,87.3936087621108,3,45
34.6863596067046,65.2074602931239,4,45
29.5570933732012,51.8095187768915,5,45
23.4283091076782,44.2694911658253,6,45
20.4471491983224,37.7650020433597,7,45
19.0246015812434,33.8740689920366,8,45
17.582041142807,30.3627354556895,9,45
16.3235884173729,27.8364187010889,10,47
15.6672681398887,25.0553117547534,11,47
14.7205874239199,23.2761789331185,12,47
13.7212539071374,21.2566220521831,13,47
13.5870174813888,19.7743119533719,14,47
12.4229837859327,18.62605972157,15,47
12.2660765566866,17.4643825652883,16,47
11.9788679661899,16.3827309988816,17,47
10.8629565352368,15.3266354712997,18,47
10.5214732396154,14.7802937700802,19,47
90.8450678323693,281.610585821568,1,47
10.521327893904,13.8680988577211,20,47
57.9063825652309,134.957543377498,2,47
45.8573181333045,95.0736915124437,3,47
36.7627824487746,70.7673157433949,4,47
31.0335104653899,55.7118247902677,5,47
25.1002074648715,46.91730429661,6,47
21.7985981850111,40.3250498327249,7,47
19.4354972610642,34.6359480607957,8,47
18.4871006861294,30.9588540602682,9,47
16.6072106704411,28.7168134678017,10,49
16.1618594730709,26.2953566993007,11,49
15.2919549647478,24.2408631260376,12,49
14.1460633266007,22.4058409476004,13,49
13.8875297040712,20.6989975979773,14,49
12.8417698843276,19.3236429911045,15,49
12.5969766319711,18.3451637643935,16,49
11.6947701977303,16.7899767748348,17,49
11.6551828778473,16.4355903428755,18,49
11.2361826682258,15.0215806242165,19,49
107.119090167332,294.329938292564,1,49
10.575277830016,14.4551866563725,20,49
65.0525746100416,144.135553228819,2,49
45.3487549892881,97.270154333021,3,49
37.3839254625756,73.4765690469261,4,49
31.4975885327861,58.881432479608,5,49
25.5713167831347,48.7509159766431,6,49
22.0905362589002,42.3197670281547,7,49
20.3627404022579,35.9240522604267,8,49
19.4453341257034,32.4640205794737,9,49
17.3374630095338,29.8481094189751,10,51
16.8288661234784,27.4181018912204,11,51
15.8492364251464,24.8579028296393,12,51
14.4763500019162,23.4402048463045,13,51
13.7033554793795,21.655234655357,14,51
13.4046711318715,20.1237771863542,15,51
13.3676554218161,18.9464728110473,16,51
13.0366445100189,17.7985913895585,17,51
11.8916550395063,16.9110587736074,18,51
11.3819792786538,15.8840251036294,19,51
102.042570766484,306.562481763443,1,51
10.8093998078889,15.0914540011384,20,51
63.5137929357998,153.712819638144,2,51
47.7826596878585,101.215594083598,3,51
40.0074780522188,74.7086486229716,4,51
32.7130008580513,60.7983053527889,5,51
26.1240023524709,50.4848508011234,6,51
23.6658975462415,43.4996950114108,7,51
21.4361447809363,38.1429776599831,8,51
19.8438197161607,33.7704928591641,9,51
18.7528447715767,31.1270095233552,10,53
17.4085984874171,28.5511483133658,11,53
16.2299870827349,26.3452942953411,12,53
15.7124878911581,23.9900210373428,13,53
14.3129284619403,22.4091374231797,14,53
13.9444573306929,20.9218272068127,15,53
12.696405306932,19.5561179320289,16,53
13.707838619693,18.9759065675675,17,53
11.9516799082796,17.1664672461507,18,53
11.4787052157521,16.9727829214536,19,53
110.772930665645,321.920948096188,1,53
11.5214801825671,15.833781983351,20,53
62.4802619785414,161.727380042717,2,53
50.5368042084134,105.938410629199,3,53
42.4968640800082,78.842466300985,4,53
33.7064488315835,63.0772787229713,5,53
27.4425220076314,52.2283915781454,6,53
25.0802415848778,45.3403204536237,7,53
21.2913062462626,38.3790621711649,8,53
19.5824888359304,35.153005402871,9,53
18.5755984247394,32.3105420563308,10,55
17.9178550675502,29.0346971678164,11,55
16.9231234377388,27.221956606997,12,55
15.2769765241941,25.0630492796545,13,55
14.8480627739105,23.572150362769,14,55
14.2193624832663,21.9638357775329,15,55
13.6710620562497,20.3586486781632,16,55
13.5328328634295,19.1852077081197,17,55
12.2946440510977,17.8470346143409,18,55
12.0424282519885,17.293152413564,19,55
127.077970187574,325.501798331078,1,55
11.7070510681148,16.2303011438496,20,55
63.4430789051541,164.97434636922,2,55
51.219066792632,109.613912164421,3,55
42.9988607011909,81.6005997642962,4,55
35.765240714159,64.5948205212025,5,55
28.8751195316272,55.6164653019456,6,55
25.0025566206863,46.5252472905125,7,55
22.4549322999275,41.1517372576297,8,55
19.9852153794044,35.855936403936,9,55
18.9191563731594,33.7185677121954,10,57
18.4598577413119,30.4570613638574,11,57
17.2819205316008,28.3677020986581,12,57
16.1037599779678,25.6092197715766,13,57
15.211127125955,24.3255465082966,14,57
14.6787423893804,22.5519974567496,15,57
14.3081442551472,21.0968957927188,16,57
14.5714923033003,19.8496180304962,17,57
12.8834280084679,18.8743681111603,18,57
12.1879168530109,17.7962744850114,19,57
127.117307082868,341.824057698868,1,57
12.0353782584406,16.8194598751846,20,57
67.9637486522884,170.558864503737,2,57
52.3319482710731,112.642529856518,3,57
42.9100939326255,85.0904599609963,4,57
34.5143432447093,66.7343176624728,5,57
29.3857417595015,56.3311677125227,6,57
26.4977831407706,48.3525809008014,7,57
22.8455855380971,42.0994776155599,8,57
20.6927003505747,37.2948765446149,9,57
19.7572895625135,35.0157352005998,10,59
18.3789612436232,32.234314805555,11,59
16.8892755367396,29.0537974784703,12,59
16.2501816679421,27.1915640842078,13,59
15.9361892562676,25.0578969433275,14,59
14.9159056815844,23.2431557930963,15,59
14.3043260005406,21.7937889885477,16,59
14.2067517052291,20.7491269918472,17,59
13.5062033947732,19.0262250873528,18,59
12.3787506935127,18.5191610461766,19,59
117.531020857545,348.548084829097,1,59
11.9926399276688,17.8883818936603,20,59
71.9336408669861,173.176896652792,2,59
49.6870623569167,117.4775243072,3,59
42.3056032850949,87.1249880365578,4,59
38.1535360444893,70.4310279686451,5,59
31.1792493601568,58.4595784925051,6,59
26.9734607198776,48.9641414954271,7,59
23.7616859618362,44.1970870221742,8,59
21.8360824212759,39.5941140346291,9,59
23.6768718451977,36.3328047704933,10,61
21.9820293776088,32.5938723243239,11,61
17.5567021840009,29.9178353634389,12,61
18.263462324118,27.6606988044643,13,61
22.5846418586622,25.612367552958,14,61
14.6506220906482,24.2851233373163,15,61
14.3056821066439,22.688524732412,16,61
13.474696301395,21.5404941467554,17,61
13.0016606780201,20.1380675249439,18,61
13.1139899818178,19.28292069759,19,61
135.417348430105,357.496514519234,1,61
19.4610129751915,18.149180665364,20,61
80.4994781786019,178.388971544349,2,61
63.679247704879,121.632061895877,3,61
53.2387491371622,90.2340652197266,4,61
46.0376057149806,72.5170960838809,5,61
38.1917533397607,60.8951232817379,6,61
33.2636283627423,52.779102188424,7,61
28.6535572313976,44.3977579264194,8,61
30.7174542196818,40.5723630691798,9,61
24.5835709076191,36.9785183587527,10,63
22.674779150637,34.2131524589742,11,63
18.6740230036708,30.6140112744704,12,63
24.8983138089246,28.2057832217212,13,63
22.3908020034481,26.5851947709141,14,63
14.7950181112368,24.944723885744,15,63
14.3909774506482,23.2729076417961,16,63
14.0791842203062,21.9596487616652,17,63
13.4214890492464,20.7554557292201,18,63
13.2473197080838,19.8847628490901,19,63
118.350068305131,380.694505125749,1,63
17.8869060130603,18.7504910941161,20,63
83.940798229156,189.988061688794,2,63
65.8208348463341,126.498100946724,3,63
58.5753515516118,93.139870236571,4,63
48.0900952795984,75.3417033766116,5,63
40.2173779651814,63.2071359987247,6,63
37.3624948519865,53.3001063794539,7,63
29.6911905484167,46.4007778198606,8,63
49.4323234167015,41.6420447512313,9,63
26.910322316019,38.2896038744827,10,65
23.9645295906891,35.7437249742918,11,65
20.0037006932944,31.8768144271948,12,65
30.1973928378572,29.9967324488666,13,65
23.6825719703133,26.9146644776172,14,65
15.5090837692002,26.2312778007699,15,65
15.1540362257201,23.8836478235227,16,65
14.0012506167325,22.698731430374,17,65
13.7239707797,21.3804913774397,18,65
13.1362349284235,20.3568591022341,19,65
126.505916636976,394.835051518074,1,65
13.491005559046,19.3634500760621,20,65
97.7392606223406,193.808205940577,2,65
60.1174039110222,128.706016542351,3,65
58.0955517732861,98.2425669726028,4,65
46.919424142666,77.5788466003171,5,65
40.5169591185733,64.9786636653097,6,65
35.7524708254305,54.6493907928783,7,65
29.6814171070369,48.8149181161222,8,65
38.9680330222645,42.9291330929367,9,65
26.3224374234328,39.7555262532507,10,67
24.679178769107,35.768067836841,11,67
19.6949803777236,32.3391094846291,12,67
31.976901367427,30.3547480601729,13,67
19.7073037441094,28.4276138266998,14,67
25.3905921757469,26.9518616079843,15,67
15.6527207183439,25.0188807311624,16,67
14.8191436337473,23.3709713578104,17,67
13.8059514974979,21.9407460356031,18,67
13.767262416084,21.2438018607047,19,67
141.280970880368,409.559708307819,1,67
14.4823003639687,19.9253290530869,20,67
86.550703532445,200.126789340589,2,67
65.5870739626996,130.078348921097,3,67
57.4677106596184,101.284854653142,4,67
49.1729632167967,80.3795183061604,5,67
41.5349512408602,66.7452376522899,6,67
39.5412015905469,57.8158268284274,7,67
31.8522498366097,50.068325479289,8,67
47.8846130443823,43.6931184773576,9,67
32.0904840793152,41.4085910287754,10,69
27.2894827931442,37.3492333719094,11,69
19.6923207098071,33.9563794745627,12,69
33.5167178647247,31.5082895515387,13,69
19.2140370248937,29.3906823604484,14,69
28.9293805624358,27.9122609244465,15,69
16.4921514334535,25.1405447231159,16,69
15.1980850095408,23.9194633226537,17,69
14.2822472891879,22.6446065877313,18,69
14.1175626969426,21.4463416788372,19,69
135.16338808083,407.862056177568,1,69
19.9806320626773,20.2446370943918,20,69
98.9602733272286,208.039159598325,2,69
63.9141918575239,136.602640060601,3,69
60.2715553264997,103.637064433644,4,69
48.4167202316901,82.1002883789493,5,69
41.5279624312384,67.1122035265453,6,69
42.2005878649012,58.5560784490844,7,69
33.2989364464116,52.0768704148157,8,69
39.8606745624981,46.3677172028238,9,69
